STOREID;STORE APPLICATIONTYPE;STORENAME;STORECATEGORY;STORESTREET;STORENUMBER;STOREPOSTAL;STORECITY;STOREPHONE;STOREEMAIL;STOREWEBSITE;STORELONGITUDE;STORELATITUDE;STOREFACEBOOK
450;Customer Loyalty;Betty Wood;Jeux et Jouets;Geitestraat;21;2800;Mechelen;015/20.95.45;info@bettywood.be;http://www.bettywood.be;4,48028580;51,02710850;
451;Customer Loyalty;Emilie Dorjoux La Louvière;Bijoutiers;Rue franco-belge;28;7100;La Louvière;064/22.96.81;;http://www.emiliedorjoux.be;4,20861690;50,48607430;
454;Customer Loyalty;Emilie Dorjoux Hornu;Bijoutiers;Rue de Mons;163/42;7301;Hornu;065/60.00.34;latienda.hornu@gmail.com;http://www.emiliedorjoux.be;3,82754820;50,43659040;
456;Customer Loyalty;Jean Claude Biguine Namur;Coiffeurs;Rue du Président;12;5000;Namur;081/23.10.25;jcbnamur@skynet.be;http://www.namur.franchise-biguine.com;4,86377560;50,46298210;https://www.facebook.com/biguine.belux
463;Customer Loyalty;The Event Residence;Salon;Place Poelart;6;1000;Bruxelles;0478/94.74.21;info@theeventresidence.be;http://www.theeventresidence.be;4,35352440;50,83674570;
466;Customer Loyalty;Jean Claude Biguine Jodoigne;Coiffeurs;Chaussée de Tirlemont;1;1370;Jodoigne;010/81.41.30;jodoigne@franchising.com;http://www.jodoigne.franchise-biguine.com;4,87188710;50,72477400;https://www.facebook.com/biguine.belux
467;Customer Loyalty;Jean Claude Biguine Braine L'Alleud;Coiffeurs;Rue Fortemps;2;1420;Braine L'Alleud;02/384.69.34;goossenslionel@hotmail.com;http://www.biguine.com;4,36867860;50,68345070;https://www.facebook.com/biguine.belux
469;Customer Loyalty;Alpha Model's;Jeux et Jouets;Chaussee de Bruxelles;542;1410;Waterloo;02/3546040;cd090084@busmail.net;http://www.alphamodels.be;4,40218040;50,70142670;
471;Customer Loyalty;Meubles Belot;Meubles;Chemin de Nivelles;27;7060;Soignies;067/34.77.10;info@belot.com;http://www.belot.com;4,07945430;50,57913130;
473;Customer Loyalty;Sun Rise;Bien-être;Rue Jules Hans;64;1420;Braine-L'Alleud;02/384.24.13;info@sun-rise.be;http://www.sun-rise.be;4,37362700;50,68428600;
474;Customer Loyalty;LW Eclairage;Lampes;Chaussee de Nivelles;8;1420;Braine-L'Alleud;02/384.39.25;info@lweclairage.be;http://www.lweclairage.be;4,40423830;50,68713370;
476;Customer Loyalty;Leonidas Vilvorde;Confiseries;Leuvensestraat;46;1800;Vilvoorde;02/251.11.30;;http://www.leonidas.com/;4,42658810;50,92815650;https://www.facebook.com/pages/Leonidas-Official-Fan-Page/301657383213850
477;Customer Loyalty;Leonidas Krainem;Confiseries;Wezembeeklaan;114;1950;Kraainem;02/767.05.62;;http://www.leonidas.com/;4,47103290;50,84820510;https://www.facebook.com/pages/Leonidas-Official-Fan-Page/301657383213850
478;Customer Loyalty;Leonidas Antwerp;Confiseries;De Keyserlei;7;2018;Antwerpen;03/233.61.58;;http://www.leonidas.com/;4,41654420;51,21783660;https://www.facebook.com/pages/Leonidas-Official-Fan-Page/301657383213850
479;Customer Loyalty;Broze Waremme;Jeux et Jouets;Rue de Huy;155;4300;Waremme;019/32.73.73;info@broze.be;http://www.broze.be;5,24862820;50,68322770;https://www.facebook.com/GroupeJouetsBroze
485;Customer Loyalty;Zora Waterloo;Bijoutiers;Chaussee de Bruxelles-Passage Wellington;165;1410;Waterloo;02/354.39.90;info@zorawaterloo.be;http://www.zorawaterloo.be;4,39937490;50,71645120;https://www.facebook.com/BijouterieZora
486;Customer Loyalty;BD - WINKEL;Informatique;Moederhoefstraat;197/C;2547;LINT;0475/27.65.27;info@businessdevelopment.be;http://www.businessdevelopment.be/;4,49203010;51,12327620;
488;Customer Loyalty;Wazakids;Vêtements;Rue jacquet;2;5580;Rochefort;0478/40.54.27;wazakids@skynet.be;;5,22253010;50,15676540;
490;Customer Loyalty;DEFI Dison;Grands magasins;Avenue Jardin Ecole;43;4820;Dison;087/88.04.00;defidison@hotmail.be;;5,85236110;50,60507720;
491;Customer Loyalty;JO'Nature;Alimentation naturelle;Rue de Behogne;25;5580;Rochefort;084/32.30.25;info@jonature.be;http://www.jonature.be;5,22348210;50,15967260;
495;Customer Loyalty;Espace Salamandre;Bien-être;Rue Lieutenant Colonel Maniette;44;5020;Temploux;0473/66.21.63;carine.snauwaert@hotmail.com;http://www.espace-salamandre.be;4,74517110;50,48070840;
497;Customer Loyalty;De Westslagers - Belbi Bvba;Bouchers;Oostendestraat;282;8820;TORHOUT;050/21.13.17;info@belbi.com;http://www.belbi.com;3,08083870;51,07169660;
499;Customer Loyalty;Sebastien Dubois;Horticulture;Chaussee de Charleroi;9b;1380;Plancenoit;02/384.70.54;info@sebastiendubois.be;http://www.sebastiendubois.be;4,41314820;50,65899580;
501;Customer Loyalty;Good Life;Bien-être;Rue de Coquinie;16;7700;Mouscron;056/34.29.81;good-life@skynet.be;http://www.institutgoodlife.be;3,21844890;50,74881370;
502;Customer Loyalty;Ligot Sport;Vêtements;Rue Henry Orban;2;4920;Aywaille;04/384.57.04;jean-luc.ligot@skynet.be;;5,67428890;50,47392420;
503;Customer Loyalty;Goolfy;Loisirs;Rue de Mons;353;7011;Ghlin;065/59.00.31;info@goolfymons.be;http://www.goolfy.com;3,92612520;50,46719180;https://www.facebook.com/pages/Goolfy-Mons/45679177903
504;Customer Loyalty;Melvin Liège;Vêtements;Rue Saint-Adalbert;14;4000;Liège;04/250.35.29;liege@melvin.be;http://www.melvin.be;5,56951570;50,64204970;https://www.facebook.com/Melvinliege
505;Customer Loyalty;Chichi's Namur;Restaurants;Rue du collège;19;5000;Namur;081/26.12.80;seif@chichis.be;http://chichis.be/namur_fr.html;4,86321680;50,46369880;
506;Customer Loyalty;Reno-Paints;Peintures;"Zoning de BIRON &ndash; Allée des Abattoirs";5;5590;Ciney;083/23.08.70;lorenz@reno-paints.be;http://www.reno-paints.be;5,11002470;50,30846200;
507;Customer Loyalty;Mamma Roma Dansaert;Restaurants;Rue du Pont de la Carpe;17;1000;Bruxelles;02/502.13.03;dansaert@mammaroma.be;http://www.mammaroma.com/;4,34784510;50,84864790;https://www.facebook.com/mammaroma
508;Customer Loyalty;Mamma Roma Saint Gilles;Restaurants;Parvis Saint Gilles;31;1060;Saint Gilles;02/537.70.38;parvis@mammaroma.be;http://www.mammaroma.com/;4,34528740;50,83037590;https://www.facebook.com/mammaroma
509;Customer Loyalty;DEFI Courcelles;Grands magasins;Rue général de Gaulle;168;6180;Courcelles;071/46.57.98;;;4,38164010;50,45489550;
514;Customer Loyalty;Thermes de Spa;Bien-être;Colline d'Annette et Lubin;;4900;Spa;087/77.25.60;s.philippin@thermesdespa.com;http://www.thermesdespa.com;5,86432000;50,49243000;
519;Customer Loyalty;Delicatescence;Vêtements;En Feronstree;123;4000;Liege;04/222.49.39;delicatescence@gmail.com;http://www.delicatescence.be;5,58156060;50,64704110;
520;Customer Loyalty;Jean-Claude Biguine Salzinne;Coiffeurs;Rue Patenier;2;5000;Namur;081/40.04.22;biancapadurean@hotmail.fr;http://www.biguine.com;4,84821990;50,46422950;https://www.facebook.com/biguine.belux
522;Customer Loyalty;Nautisport;Sports et loisirs;Pavé de Soignies;36;7850;Enghien;02/397.01.90;vincent.piette@nautisport.be;http://www.nautisport.be/;4,03154030;50,68675290;
524;Customer Loyalty;Rhinocerostore Timmermans;Vêtements;Quai Timmermans;15;4000;Liège;;info@rhinocerostore.com;http://rhinocerostore.com/;5,58537900;50,69446660;https://www.facebook.com/rhinocerostore
525;Customer Loyalty;Jean-Claude Biguine Sainte-Catherine;Coiffeurs;Rue Sainte-Catherine;2;1000;Bruxelles;02/511.90.13;elfoelfo22@gmail.com;http://www.biguine.com/;4,34873300;50,84947620;https://www.facebook.com/biguine.belux
526;Customer Loyalty;Lolita Fashion Dog;Animaux;Rue des Brasseurs;12;5000;Namur;0491/64.90.85;gregvdv2018@live.fr;http://www.lolitaetcompagnie.com/;4,86736730;50,46236430;
529;Customer Loyalty;DEFI Ottignies;Grands magasins;Avenue Provinciale;125;1341;Ceroux Mousty;010/61.60.66;nathalietaillan@hotmail.com;;4,56332040;50,65494830;
530;Customer Loyalty;Comptoir des Vins Wavre;Vin & armoires à vin;Chaussée de Louvain;171;1300;Wavre;010/88.01.21;info@comptoirdesvins.be;http://www.comptoirdesvins.be/;4,62114240;50,71652410;https://www.facebook.com/comptoirdesvinsWinesDreams
531;Customer Loyalty;Comptoir des Vins Namur;Vin & armoires à vin;Rue Alfred Béquet;3;5000;Namur;081/58.08.04;namur@comptoirdesvins.be;http://www.comptoirdesvins.be/;4,83886910;50,46123280;https://www.facebook.com/comptoirdesvinsWinesDreams
532;Customer Loyalty;Comptoir des Vins Jambes;Vin & armoires à vin;Place Joséphine Charlotte;28;5100;Jambes;081/30.40.18;jambes@comptoirdesvins.be;http://www.comptoirdesvins.be/;4,87754710;50,46091710;https://www.facebook.com/comptoirdesvinsWinesDreams
533;Customer Loyalty;Comptoir des Vins Ottignies;Vin & armoires à vin;Rue du Monument;59;1340;Ottignies;010/40.05.07;ottignies@comptoirdesvins.be;http://www.comptoirdesvins.be/;4,57004200;50,66319580;https://www.facebook.com/comptoirdesvinsWinesDreams
534;Customer Loyalty;Comptoir des Vins Waterloo;Vin & armoires à vin;Chaussée de Bruxelles;99;1410;Waterloo;02/354.31.35;waterloo@comptoirdesvins.be;http://www.comptoirdesvins.be/;4,39815490;50,72123470;https://www.facebook.com/comptoirdesvinsWinesDreams
535;Customer Loyalty;Comptoir des Vins Bouge;Vin & armoires à vin;Chaussee de Louvain;306;5004;Bouge;081/21.07.67;bouge@comptoirdesvins.be;http://www.comptoirdesvins.be/;4,87661990;50,47691880;https://www.facebook.com/comptoirdesvinsWinesDreams
537;Customer Loyalty;Vent d'Ailleurs Namur;Vêtements;Rue de la Croix;20;5000;Namur;081/22.81.90;info@ventdailleurs.be;http://www.ventdailleurs.be/;4,86486250;50,46365530;
538;Customer Loyalty;Calceus;Chaussures;Des ponts;1;4684;Haccourt;04/379.15.93;info@calceus.be;http://www.calceus.be;5,66680770;50,73314670;https://www.facebook.com/orbanbruno
539;Customer Loyalty;BD World Liège;Librairies;Rue de l'université;11;4000;LIège;04/222.14.04;liege@bd-world.net;http://www.bd-world.com;5,57314250;50,64251740;https://www.facebook.com/BDWorldFanPage
542;Customer Loyalty;Barocco Club;Dancings;Luikersteenweg;590;3700;Tongres;0495/24.46.16;info@baroccoclub.be;http://www.baroccoclub.be/;5,50088620;50,73998400;https://www.facebook.com/BaroccoClub?fref=ts
543;Customer Loyalty;Mamma Roma Waterloo;Restaurants;Rue François Libert;4;1410;Waterloo;02/351.82.05;waterloo@mammaroma.be;http://www.mammaroma.com;4,39624720;50,71756580;https://www.facebook.com/mammaroma
550;Customer Loyalty;Palace Fashion;Vêtements;Place Jules Mansart;27;7100;La Louviere;064/84.88.54;danymode@skynet.be;http://busilook.com/fr/bslprofile/1768-palace-fashion.html;4,18471930;50,47446990;
552;Customer Loyalty;Sellerie de Morlanwelz;Animaux;Rue de Vierset;8;7141;Carnières;064/44.68.60;sel.morlanwelz@swing.be;http://www.sellerie-morlanwelz.com;4,23376790;50,44499510;
553;Customer Loyalty;DEFI Store La Louvière;Grands magasins;Rue de l'Olive;24;7100;La Louvière;064/26.60.71;;;4,18672540;50,47093630;
554;Customer Loyalty;Pa So Grill;Restaurants;Rue Albert Dignef;7B;4520;Wanze;085/41.26.71;espacefrais@skynet.be;http://www.lepasogrill.be/;5,20995600;50,53381010;
556;Customer Loyalty;La Difference (Hoptital Joseph Wauters);Cafés;Rue de la résistance;2;4300;Waremme;0475/96.56.41;espacefrais@skynet.be;;5,24905520;50,69178990;
559;Customer Loyalty;Spirales Jeux & Jouets;Jeux et Jouets;Rue de Dinant;3;4550;Nandrin;085/82.83.03;info@spirales.be;http://www.spirales.be;5,39433480;50,50584140;
560;Customer Loyalty;Sister Tentation SPRL;Vêtements;Rue Pont d'Avroy;25;4000;Liege;04/222.02.23;/;;5,56888740;50,63860880;
562;Customer Loyalty;Paradis du sommeil;Meubles;Chaussée de Louvain;180;1300;Wavre;010/24.23.03;info@paradisdusommeil.be;http://www.paradisdusommeil.be;4,62129160;50,71679350;
565;Customer Loyalty;Franck Provost Braine;Coiffeurs;Place Saint Sébastien;64;1420;Braine-l'alleud;0475/43.28.49;info@franckprovost.be;http://www.franckprovost.be;4,38485440;50,67974240;http://www.facebook.com/franckprovostbelux
566;Customer Loyalty;Jackson Déco - Le Pin du Moulin;Meubles;Rue de piétrain;67;1370;Jodoigne;010/84.54.85;info@lepindumoulin.be;http://lepindumoulin.be/;4,87892350;50,72400370;https://www.facebook.com/MarieDegaute
570;Customer Loyalty;Culinaria;HORECA;Drève de Willerieken;20;1160;Auderghem;0472/27.63.54;info@culinariasquare.com;http://www.culinariasquare.com/;4,47961810;50,79268660;
572;Customer Loyalty;Pile ou Face;Vêtements;Chaussee de Louvain;41;5310;Eghezee;081/81.27.27;boutiquepileouface@hotmail.fr;http://www.boutique-pileouface.be;4,90910820;50,59454240;
573;Customer Loyalty;Chaussures Gremo;Chaussures;Rue de Bouillon;35;5570;Beauraing;082/71.15.05;michel.gremo@skynet.be;;4,95692930;50,10917190;
574;Customer Loyalty;Eros;Vêtements;Chaussée de Recogne;84;6840;Neufchâteau;061/61.46.13;;http://www.eroscollection.be;5,43426690;49,85445660;https://www.facebook.com/pages/Eros-Collection/110286312363342
575;Customer Loyalty;Delta Zone;Vêtements;Rue de Berry;6;5570;Beauraing;082/61.58.78;info@delta-zone.be;http://www.delta-zone.be;4,95558670;50,11016690;https://www.facebook.com/pages/DELTA-ZONE-BEAURAING/94680943473
576;Customer Loyalty;Delta Zone Woman;Vêtements;Rue de Bouillon;37;5570;Beauraing;082/22.44.29;info@delta-zone.be;http://www.delta-zone.be;4,95688410;50,10914690;https://www.facebook.com/pages/DELTA-ZONE-BEAURAING/94680943473
577;Customer Loyalty;Up to Do;Coiffeurs;Rue Saint Lambert;200;1200;Woluwé-Saint-Lambert;0478/95.21.25;emilie@up-to-do.com;http://www.up-to-do.com;4,43631920;50,84542180;
578;Customer Loyalty;Wikings - NSK;Coopératives;Kleine Kauwenberg;22;2000;Antwerpen;0497/23.93.36;devrystijn@gmail.com,  ward_mortelmans@hotmail.com;http://www.wikings.be/;4,41193310;51,22405900;
580;Customer Loyalty;Melvin Knokke;Vêtements;Avenue Lippens;210;8300;Knokke;050/69.56.54;fashion@melvin.be;http://www.melvin.be/;3,28867060;51,34845970;https://www.facebook.com/MelvinBrussels?fref=ts
581;Customer Loyalty;Le Temps de Vivre;Vêtements;Rue de Robiano;71;7130;Binche;064/34.20.22;letemps-devivre@hotmail.com;http://busilook.com/fr/bslprofile/680-le-temps-de-vivre-binche.html?f=site;4,16936850;50,40992420;https://www.facebook.com/LeTempsdeVivre
582;Customer Loyalty;Le Temps de Vivre;Vêtements;Rue de Namur;54;1400;Nivelles;067/64.66.49;letemps-devivre@hotmail.com;http://busilook.com/en/bslprofile/681-le-temps-de-vivre-nivelles.html;4,32721560;50,59916770;https://www.facebook.com/LeTempsdeVivre
583;Customer Loyalty;Les Copines de Juliette;Vêtements;Rue de Robiano;68;7130;Binche;064/55.55.89;lescopines-juliette@hotmail.fr;http://busilook.com/fr/bslprofile/688-les-copines-de-juliette.html;4,16958090;50,40985140;https://www.facebook.com/lescopinesdeJuliette
584;Customer Loyalty;Kerbyan;Vêtements;Chaussée de Bruxelles;275;1410;Waterloo;02/354.96.00;info@kerbyan.com;http://www.kerbyan.com/;4,40003460;50,71292880;https://www.facebook.com/pages/KERBYAN-le-pays-des-enfants/194593690601946
586;Customer Loyalty;Franck Provost City II;Coiffeurs;Rue Neuve;123;1000;Bruxelles;02/218.03.56;infocity2@franckprovost.be;http://www.franckprovost.be/display.php?IDComm=310&IDL=1&noPage=1123;4,35792420;50,85453600;https://www.facebook.com/franckprovostbelux
587;Customer Loyalty;La compagnie des indes;Bien-être;Rue de Fagnet;55;6280;Joncret;071/31.01.90;compagniedesindes@gmail.com;http://www.lacompagniedesindes.be/;4,50871310;50,34775080;https://www.facebook.com/pages/La-Compagnie-des-Indes/47637668583
588;Customer Loyalty;Adrian's Bike;Bicyclettes (sans moteur);Faubourg de Soignies;2;1400;Nivelles;067/22.08.33;adrians.bike@gmail.com;http://www.adriansbike.be;4,31898550;50,59716650;
589;Customer Loyalty;Jeux d'Hiver;Dancings;Chemin du croquet;1;1000;Bruxelles;02/649.08.64;info@jeuxdhiver.be;http://www.jeuxdhiver.be;4,37253520;50,81204160;https://www.facebook.com/lesjeuxdhiver
590;Customer Loyalty;Le P'tit Gabriel;HORECA;Square Gabrielle Petit;11;1400;Nivelles;067/44.36.16;info@leptitgabriel.be;http://www.leptitgabriel.be;4,32333760;50,59906700;https://www.facebook.com/pages/Le-Ptit-Gabriel/463868193680286
591;Customer Loyalty;Broze Naninne;Jeux et Jouets;Z.A. Rue des Pieds d'Alouette;17;5100;Naninne;081/40.11.81;info@broze.be;http://www.broze.be/;4,92038640;50,42793430;https://www.facebook.com/GroupeJouetsBroze
592;Customer Loyalty;Franck Provost Hornu Cora;Coiffeurs;Route de Mons;163;7301;Hornu;065/75 53 13;infohornu@franckprovost.be;http://www.franckprovost.be/display.php?IDComm=310&IDL=1&noPage=1124;3,83946820;50,43911290;https://www.facebook.com/franckprovostbelux
593;Customer Loyalty;Cash Converters;Antiquités;Chaussée de Nivelles;21;1420;Braine L'Alleud;02/385.36.27;info@cashconverters.be;http://www.cashconverters.be/;4,40556280;50,68783830;
595;Customer Loyalty;Rhinocerostore Gosselies;Vêtements;Avenue du grand vivier;6;6041;Gosselies;;;http://rhinocerostore.com/;4,43992920;50,47043270;https://www.facebook.com/rhinocerostore
596;Customer Loyalty;Comptoir des Vins Genval;Vin & armoires à vin;Rue de Rixensart;18 bloc 6;1332;Genval;02/633.13.23;genval@comptoirdesvins.be;http://www.comptoir-des-vins.be/;4,49388000;50,72110000;
597;Customer Loyalty;Franck Provost Rochefort;Coiffeurs;Avenue de Forest;7;5580;Rochefort;084/21.42.12;inforochefort@franckprovost.be;http://www.franckprovost.be/;5,22252210;50,15816370;
598;Customer Loyalty;Franck Provost Gerpinnes;Coiffeurs;Rue Neuve;101;6280;Gerpinnes;071/22.92.11;infobultia@franckprovost.be;http://www.franckprovost.be;4,47144010;50,34481720;
599;Customer Loyalty;Franck Provost Ans;Coiffeurs;Chaussée Roi Albert;3C;4430;Ans;04/239.01.97;infoans@franckprovost.be;http://www.franckprovost.be;5,51080260;50,66397570;
600;Customer Loyalty;Franck Provost Mons;Coiffeurs;Grand Rue;108;7000;Mons;065/84.41.26;infomons@franckprovost.be;http://www.franckprovost.be;3,94938440;50,44958660;
601;Customer Loyalty;Franck Provost Liège;Coiffeurs;Rue de l'Université;10;4000;Liège;04/223.31.33;infoliege@franckprovost.be;http://www.franckprovost.be;5,57290000;50,64269900;
602;Customer Loyalty;Franck Provost Huy;Coiffeurs;Grand Place;13;4500;Huy;085/23.34.22;franckprovosthuy@gmail.com;http://www.franckprovost.be;5,25587330;50,52689880;
603;Customer Loyalty;Franck Provost Leuze;Coiffeurs;Rue de Condé;50;7900;Leuze-en-Hainaut;069/54.94.00;infoleuze@franckprovost.be;http://www.franckprovost.be;3,61777180;50,59584920;
604;Customer Loyalty;Franck Provost Ath;Coiffeurs;Rue de France;27;7800;Ath;068/33.99.47;infoath@franckprovost.be;http://www.franckprovost.be;3,77483440;50,63220950;
605;Customer Loyalty;Franck Provost Virton;Coiffeurs;Rue des Fossés;9;6760;Virton;063/57.76.52;infovirton@franckprovost.be;http://www.franckprovost.be;5,53282580;49,56880080;
607;Customer Loyalty;Marchant;Poissonneries;Bergensesteenweg;434;1500;Halle;02/356.87.40;winkel@marchant-mosselen.be;http://www.marchant-mosselen.be;4,22486690;50,72110710;
610;Customer Loyalty;Jean-Claude Biguine Gosselies;Coiffeurs;Route National 5;171;6041;Gosselies;071/34.50.88;mineo_cat@hotmail.com;http://www.biguine.com;4,44818570;50,48367320;
611;Customer Loyalty;ABCDRINKS BORNEM;Boissons;RIJKSWEG;62A;2880;BORNEM;03/899.44.24;abcdrinksbornem@skynet.be;http://www.prikentik-uw-drankenspecialist.be/;4,25046880;51,09994230;
612;Customer Loyalty;ALUFRA BVBA;Boissons;RUE DE LA VALEE;69;4690;EBEN - EMAEL;0478/57.10.60;alufra@telenet.be;;5,67044250;50,79927600;
614;Customer Loyalty;BAELUS NV;Boissons;HERTEVELDEN;4;2370;ARENDONK;014/67.09.31;arendonk@prikentik.com;http://www.prikentik-uw-drankenspecialist.be/;5,08904920;51,31540390;
615;Customer Loyalty;BARTELS DRANKENSERVICE BVBA;Boissons;KOOLMIJNLAAN;6;3550;HEUSDEN-ZOLDER;011/57.17.29;info@drankenbartels.be;http://www.prikentik.com;5,29384390;51,03776960;
616;Customer Loyalty;BELLEN DRANKENCENTRALE;Boissons;TIENSESTEENWEG 139;139;3380;GLABBEEK;016/77.85.47;marc.bellen@telenet.be;http://www.prikentik-uw-drankenspecialist.be/;4,95665950;50,86364740;
617;Customer Loyalty;BEVERNAGIE ALL-DRINKS;Boissons;KOOLSKAMPSTRAAT;22;8810;LICHTERVELDE;051/72.20.83;info@bevernagie.be;http://www.bevernagie.be;3,14584740;51,02590180;
620;Customer Loyalty;BLIECK DRANKENHANDEL;Boissons;KORTEKEERSTRAAT;11;8930;LAUWE;056/40.48.31;lauwe@prikentik.com;http://www.prikentik.com;3,18931000;50,80017490;
621;Customer Loyalty;BORGER DRINKCENTER;Boissons;ZONNESTRAAT;2;3560;LUMMEN;013/52.11.08;lummen@prikentik.com;http://www.prikentik.com;5,19610190;50,98837760;
622;Customer Loyalty;BSBP;Boissons;WENENSTRAAT;9;2321;MEER;03/315.05.11;"bart@bsbp.be; tom@bsbp.be";http://www.bsbp.be;4,72262170;51,47334880;
624;Customer Loyalty;CLARYSSE BIERHAL EINE;Boissons;NESTOR DE TIERESTRAAT;94;9700;OUDENAARDE;055/30.55.88;bierhal.eine@claryssedranken.be;http://www.prikentik.com;3,61747290;50,86639500;
625;Customer Loyalty;PRIK & TIK CLARYSSE BIERHAL OUDENAARDE;Boissons;LUCIEN VANDEFONTEYNELAAN;16;9700;OUDENAARDE-EDELARE;055/30.54.13;bierhal.edelare@claryssedranken.be;http://www.prikentik.com;3,61611210;50,83884690;
626;Customer Loyalty;PRIK & TIK BIERHALLE RONSE-RENAIX;Boissons;NINOVESTRAAT;74;9600;RONSE-RENAIX;055/20.89,74;bierhal.ronse@claryssedranken.be;http://www.prikentik.com;3,61842420;50,75194780;
627;Customer Loyalty;PRIK & TIK HERSELT;Boissons;DORP;70;2230;HERSELT;014/54.88.40;info@caupona.eu;http://www.caupona.eu;4,88361470;51,05424210;
628;Customer Loyalty;CAUPONA BVBA;Boissons;LEOPOLDLEI;33;2220;HEIST OP DEN BERG;015/24,14,40;heistopdenberg@prikentik.com;http://www.prikentik.com;4,72735640;51,07846460;
630;Customer Loyalty;DRANKEN CORSTJENS BVBA;Boissons;RIJKSWEG;13;3630;MAASMECHELEN;089/75.62.55;info@drankencorstjens.be;http://www.prikentik.com;5,72227330;50,99900000;
631;Customer Loyalty;DANIELS NV;Boissons;HASSELTSESTEENWEG;611;3700;TONGEREN-OVERREPEN;012/23.65.84;davy_daniels@skynet.be;http://www.danielsdrinkmarket.be;5,42639100;50,81089730;
632;Customer Loyalty;DAVID-DEBAL DRINKCENTER NV;Boissons;RAMSKAPELLESTRAAT;2A;8620;NIEUWPOORT;058/51.13.60;info@david-debal.be;http://www.david-debal.be;2,76768800;51,12707060;
634;Customer Loyalty;DE FRUYT DRANKEN C.V.;Boissons;KRUISSTRAAT;32;9930;ZOMERGEM;09/372.75.76;dranken.defruyt@telenet.be;http://www.prikentik-uw-drankenspecialist.be/;3,58522580;51,10999950;
636;Customer Loyalty;DE KROON DRANKEN BVBA;Boissons;VISPLUK;15;2290;VORSELAAR;014/51.10.36;drankendekroon@skynet.be;http://www.prikentik.com;4,77304610;51,21539700;
638;Customer Loyalty;DEMEYER CHRISTOPHE;Boissons;STATIONSTRAAT;147B;8552;MOEN;0475/800.144;Christophe_demeyer@skynet.be;http://www.prikentik.com;3,39282750;50,77932100;
640;Customer Loyalty;DEN BROUWER;Boissons;Antwerpsesteenweg;95-97;2350;VOSSELAAR;014/35.87.23;edgardwilms@hotmail.be;http://www.denbrouwer.be;4,89092000;51,31492890;
641;Customer Loyalty;PRIK & TIK ZELE;Boissons;GENTSESTEENWEG;30;9240;ZELE;052/45.15.51;zele@prikentik.com;http://www.prikentikzele.be;4,02351010;51,06293160;
643;Customer Loyalty;DNW DRANKEN V.O.F.;Boissons;GEERDEGEM-SCHONENBERG;126;2800;MECHELEN;015/41.30.80;denieuwewatertoren@skynet.be;http://www.facebook.com/prikentikmechelen;4,46284090;51,01207140;
646;Customer Loyalty;DRANKCENTER LDW BVBA;Boissons;STEENWEG;159D;9810;EKE;0474/47.57.56;info@ldwdrankcenter.be;http://www.ldwdrankcenter.be;3,64333580;50,95973660;
648;Customer Loyalty;DST;Boissons;DORPSSTRAAT;182;8340;DAMME-SIJSELE;050/36.37.33;info@drankenservice.be;http://www.drankenservice.be;3,31698430;51,20233950;
653;Customer Loyalty;Prik & Tik Fisser;Boissons;WESTERLOSEWEG;38;2440;GEEL-ZAMMEL;014/54.57.54;zammel-geel@prikentik.com;http://www.fisser.be;4,93930770;51,09512000;
655;Customer Loyalty;GEENEN DRINKHALL NV;Boissons;SCHOOR;84;2490;BALEN;014/81.23.27;wim@drinkhallgeenen.be;http://www.drinkhallgeenen.be;5,18870020;51,16059350;
656;Customer Loyalty;GEERS DRANKEN NV;Boissons;LEDERGEMSTRAAT 7;;9041;OOSTAKKER;09/251.05.83;info@drankengeers.be;http://www.drankengeers.be;3,76119290;51,10042610;
657;Customer Loyalty;GEYSEN EDDY SERVICE NV;Boissons;BREDABAAN;53;2990;WUUSTWEZEL;03/669.53.17;wuustwezel@prikentik.com;http://www.prikentik.com;4,62087350;51,42165630;
658;Customer Loyalty;GIJBELS DRANKEN NV;Boissons;SCHOEBROEKSTRAAT;63;3583;PAAL-BERINGEN;011/43.76.83;info@drankengijbels.be;http://www.prikentik-uw-drankenspecialist.be/;5,16552170;51,05997860;
659;Customer Loyalty;GOORTS P. DRANKEN BVBA;Boissons;HASSELTSE DREEF;124;3512;STEVOORT-HASSELT;011/59.11.41;stevoort-hasselt@prikentik.com;http://www.prikentik-uw-drankenspecialist.be/;5,25445740;50,91839150;
660;Customer Loyalty;GOOSSENS BIERHANDEL BVBA;Boissons;LIERSESTEENWEG;113;2547;LINT;03/455.45.86;drankengoossens@skynet.be;http://www.prikentik.com;4,50286240;51,12670000;
662;Customer Loyalty;HUPPERTZ RAINER AG;Boissons;REKTOR-CREMER-STRASSE;58;4780;ST-VITH;080/39.98.99;info@huppertz-rainer.be;;6,11180880;50,29714200;
663;Customer Loyalty;DRINK SERVICE INDEHERBERG BVBA;Boissons;HOUTHALENSEWEG;6A;3520;ZONHOVEN;011/81.58.32;jessy@indeherberg.be;http://www.indeherberg.be/;5,38672910;50,99817930;
664;Customer Loyalty;JANSSENS DRANKENSERVICE GWV;Boissons;BASILIEKLAAN;91;3270;SCHERPENHEUVEL;013/77.77.60;dranken.janssens@pandora.be;http://www.prikentik.com;4,96811970;50,97970670;
665;Customer Loyalty;JMC DRINKS NV;Boissons;ZANDSTRAAT;21A;3630;MAASMECHELEN;089/76.40.13;maasmechelen@prikentik.com;http://www.prikentik.com;5,69036240;50,96507030;
